,rating,ulasan,label
1620,3/5,"Sprei kotor, tidak ada lemari, handuk kurang",Negatif
1621,5/5,Apakah hotelnya nyaman dengan fasilitas lengkap??,Positif
1622,5/5,"Pelayanan bagus, nyaman dan ramah, sangat recomended????",Positif
1623,4/5,"Rekomendasi hotelnya????, tempatnya bersih dan nyaman",Positif
1624,4/5,Karena pelayanannya benar-benar membuat tamu merasa nyaman,Positif
1625,5/5,Kamarnya bagus dan cocok untuk bertemu teman,Positif
1626,5/5,Semuanya luar biasa. Sangat dekat dengan mall dan tempat lainnya. Senang di sini.,Positif
1627,5/5,Hotel yang sangat nyaman dengan pelayanan terbaik,Positif
1628,5/5,sarapan pakai cecek dan jamu enak,Positif
1629,5/5,"Overall enak banget, harga oke, pelayanan juga oke",Positif
1630,5/5,Lokasi hotel yang strategis berada di pinggir Jalan Malioboro.,Positif
1631,4/5,Sangat cocok untuk tempat bersantai bersama keluarga,Positif
1632,5/5,"hotel strategis, keluar hotel saat orang sedang berjualan di Dimalioboro",Positif
1633,5/5,"Hotel yang bagus, dengan pelayanan yang ramah.",Positif
1634,4/5,Pelayanannya bagus dan kamarnya bagus,Positif
1635,5/5,Cocok untuk solo traveling dan berpasangan :),Positif
1636,5/5,Saya sudah dua kali ke sini dan tidak ada keraguan bahwa layanannya benar-benar yang terbaik ????,Positif
1637,4/5,Hotel nyaman.....dan cocok untuk liburan....,Positif
1638,5/5,"Makanan enak enak, pelayanan ramah",Positif
1639,5/5,Stafnya ramah dan membantu orang baru,Positif
1640,4/5,"Sangat nyaman, bersih dan terjangkau",Positif
1641,5/5,"Fix harus kesini lagi, bagus banget tempatnya??",Positif
1642,4/5,Hotelnya bagus dan pelayanannya bagus,Positif
1643,5/5,Hotelnya nyaman banget...,Positif
1644,5/5,Wifi kamar tidak bisa diandalkan untuk bekerja,Negatif
1645,5/5,Sangat suka tinggal di sini. Akan datang lagi,Positif
1646,3/5,Tempat parkir membutuhkan desain yang bagus. Kipas angin dari depan tidak terlihat,Positif
1647,5/5,"Lokasinya strategis, tepat di pinggir Jalan Malioboro",Positif
1648,5/5,"Lokasi bagus, harga terjangkau, kamar bagus (y)""",Positif
1649,5/5,"Hotel baru di Malioboro (masih dalam tahap pembangunan). Namun sangat bersih, kamar luas di kawasan Molioboro",Positif
1650,5/5,"Cantik sekali, nyaman banget, suasananya juga enak kalau dijadikan couple heee",Positif
1651,4/5,Agak tua tapi bersih dan mengundang.,Positif
1652,5/5,Hotelnya sangat nyaman,Positif
1653,5/5,Depan hotel ada Jalan Malioboro. Ini sangat menyenangkan,Positif
1654,1/5,Pengalaman Sangat Mengecewakan....kehilangan 500rb begitu saja....,Negatif
1655,5/5,"Harga terjangkau, dekat dengan jalan Malioboro. Hotelnya bagus, bersih dan nyaman",Positif
1656,4/5,"Aman, nyaman, bersih, pelayanan bagus",Positif
1657,5/5,"Kamarnya bersih, makanannya enak",Positif
1658,5/5,"Tempat menginap yang nyaman dan menyenangkan di jogja, akan segera kembali lagi",Positif
1659,5/5,"Pelayanan bagus, kamar bersih & nyaman.",Positif
1660,5/5,Pelayanan ramah dan terbaik??,Positif
1661,5/5,"Sejauh ini semuanya terbaik, kamar, sarapan dan resepsionis Nanda",Positif
1662,5/5,"Nyaman pas di Malioboro, enak banget",Positif
1663,4/5,Lokasinya strategis. Akses kemanapun juga mudah.,Positif
1664,5/5,"Lokasinya sangat strategis di Jalan Malioboro. Lokasinya bagus, kamarnya bersih, dan WiFinya bagus.",Positif
1665,4/5,"Hotelnya nyaman, stafnya ramah",Positif
1666,5/5,Tempatnya sangat nyaman...tidak jauh dari pusat keramaian,Positif
1667,5/5,"Rekomendasi tempatnya, keluar hotel langsung di jalan Malioboro",Positif
1668,3/5,"Lokasi luar biasa, layanan mahal dan kurang gesit",Negatif
1669,5/5,"Bagus banget, kamarnya juga nyaman",Positif
1670,1/5,Biasa aja.. next ke jogja cari hotel lain aja..,Negatif
1671,5/5,Depan Jalan Malioboro. Suasananya sangat bagus. Sangat nyaman,Positif
1672,5/5,Harganya bagus dan sangat masuk akal! Itu memudahkan saya untuk pergi kemana pun.,Positif
1673,5/5,"Lokasi strategis, kamar bersih nyaman dan pelayanan sangat baik",Positif
1674,4/5,Kamarnya sangat nyaman dan stafnya sangat ramah,Positif
1675,5/5,"Tempatnya nyaman, pelayanannya juga sangat baik",Positif
1676,5/5,"Lokasinya strategis, pelayanan dan fasilitasnya oke",Positif
1677,4/5,Cocok untuk berbelanja Dekat kemana-mana,Positif
1678,5/5,Jangan lupa untuk memesan liburan Anda di sini... Anda tidak akan menyesal...,Positif
1679,3/5,Kurang bagus untuk kendaraan roda 2 karena parkirnya ribet,Negatif
1680,5/5,Hotel yang rekomended banget untuk liburan,Positif
1681,5/5,Sangat nyaman dan mewah untuk ruangan,Positif
1682,5/5,"Terletak di jantung kota Jogja, sebelah selatan mal Malioboro.",Positif
1683,5/5,Tempat menginap yang bagus dan direkomendasikan untuk menginap disini??,Positif
1684,5/5,Tempatnya sangat nyaman dan pelayanannya sangat baik,Positif
1685,5/5,"Harga terjangkau, pemandangannya keren.",Positif
1686,5/5,Pengalaman saya di sini luar biasa dengan ruang bagus & bersih yang mereka tawarkan,Positif
1687,5/5,"Toiletnya terlalu modern, tidak ada shower untuk toiletnya",Negatif
1688,5/5,Layanannya luar biasa dan makanannya enak. Sangat direkomendasikan!,Positif
1689,5/5,Jarang sekali menemukan konsep dengan ide cemerlang seperti itu... Saya ingin kembali lagi ke tempat ini,Positif
1690,5/5,Kamar nyaman dan pemandangan indah,Positif
1691,5/5,Sangat direkomendasikan bagi yang sedang berlibur,Positif
1692,5/5,"Sangat nyaman, dekat dengan wisata T4.",Positif
1693,3/5,Lumayan pas di Jalan Malioboro dan hotel baru...,Positif
1694,5/5,"Sangat puas dengan pelayanannya, stafnya ramah",Positif
1695,5/5,Tempat yang nyaman untuk beristirahat bersama keluarga,Positif
1696,5/5,Hotel bagus dekat dengan Jalan Nalioboro,Positif
1697,5/5,Hotel paling nyaman yang pernah saya kunjungi,Positif
1698,2/5,Sarapan lontongnya susah banget.. kecewa :(,Negatif
1699,5/5,"Lokasi strategis di Jalan Malioboro. Kamar bersih, luas, staf ramah, manajemen baik",Positif
1700,5/5,"Firdaus, Isa, Silvi, Aulia are very friendly",Positif
1701,5/5,"Lokasi tepat di sebelah mal Malioboro, bersih dan nyaman",Positif
1702,5/5,Itu tempat yang menyenangkan.,Positif
1703,5/5,"Kamar, lokasi, dan layanan sempurna. Layanan keramahtamahan yang sempurna",Positif
1704,5/5,Hotel asri dan nyaman hanya untuk jogja,Positif
1705,5/5,Hotel bagus dengan pelayanan oke di tengah kota,Positif
1706,5/5,"Mantap, kalau mau ke Malioboro tinggal jalan kaki..",Positif
1707,5/5,Jalan Malioboro tinggal selangkah lagi,Positif
1708,5/5,"Pelayanan bagus, tempat bagus, pokoknya nyaman",Positif
1709,5/5,"Lokasi sangat bagus, bersih, nyaman...",Positif
1710,5/5,Kamarnya bersih dan pelayanannya sangat nyaman,Positif
1711,5/5,"Lokasi sangat dekat Malioboro, pelayanannya memuaskan",Positif
1712,1/5,Front office nya kurang ramah..tolong beri saya petunjuk...,Negatif
1713,5/5,"pelayanan ramah, kamar bersih juga nyaman",Positif
1714,4/5,"Hotel yang bagus, staf yang ramah dan layanan hebat??",Positif
1715,5/5,Hotel mewah di jantung kota Jogja.. Tempat yang indah!,Positif
1716,5/5,Perfecr menginap jika Anda suka Jogya dan Malioboro.,Positif
1717,5/5,Hotel ini tepat di sebelah Malioboro Mall,Positif
1718,5/5,"lokasi strategis, pelayanan oke, staf ramah",Positif
1719,5/5,Hotel bagus di Malioboro tinggal jalan kaki ke mal Malioboro karena ada tetangga,Positif
1720,5/5,"Kamarnya bagus, pelayanannya keren",Positif
1721,5/5,Kamar dan fasilitasnya bagus,Positif
1722,1/5,Termasuk hotel baru Pelayanannya buruk,Negatif
1723,5/5,Sangat menyenangkan menginap disini,Positif
1724,5/5,"Kelas bintang 3 dengan fasilitas seperti ini, sempurna.",Positif
1725,5/5,"Lokasi strategis, pelayanan sangat baik",Positif
1726,5/5,"Kamarnya bersih dan nyaman, pelayanannya baik",Positif
1727,5/5,Pelayanan bagus.. Makanan enak..,Positif
1728,5/5,Terima kasih Firdaus & Renata... anda staf yang sangat baik,Positif
1729,5/5,"Tempat bersih, nyaman dan strategis",Positif
1730,5/5,"Tempatnya bagus dan makanannya enak, respon stafnya bagus",Positif
1731,5/5,"Terletak di jantung kota, sangat dekat dengan Malioboro. ??",Positif
1732,5/5,Tempat terbaik untuk bersantai terutama saat malam tiba!,Positif
1733,5/5,Hotel di kawasan Malioboro yang cukup rekomended...,Positif
1734,5/5,Keunggulan hotel dan pelayanan yang baik dengan pemandangan yang indah,Positif
1735,5/5,"Pelayanan bagus, kamar bersih & nyaman???????",Positif
1736,5/5,"Pelayanan terbaik, ramah dan bergaransi ????",Positif
1737,4/5,"Saya sangat suka tempatnya, tidak membosankan",Positif
1738,4/5,pilihan yang baik jika Anda mencari hotel terjangkau di Malioboro,Positif
1739,5/5,Lokasi strategis dan pelayanan baik.,Positif
1740,5/5,Keluarga menikmati tinggal di sini dengan sangat bahagia,Positif
1741,5/5,Fasilitas yang sangat baik dan staf yang ramah,Positif
1742,5/5,Strategis banget sebelah mall pinggir malioboro. Yang paling enak,Positif
1743,5/5,Pelayanan terbaik dan keramahan staf sangat baik,Positif
1744,4/5,"Bersih, nyaman, wangi, cocok untuk liburan",Positif
1745,5/5,Pas banget buat istirahat disini sehabis jalan-jalan,Positif
1746,5/5,"Hotel baru di kawasan Malioboro, depan Malioboro tepat, hotel bersih, kolam renang di rooftop (wiwi)",Positif
1747,4/5,Pelayanan ramah dan dekat dengan pusat wisata di Malioboro.,Positif
1748,5/5,"Enak, depan malioboro sayang parkirannya kosong",Positif
1749,5/5,"Stafnya ramah, lokasinya strategis dan suasananya oke!",Positif
1750,5/5,"Semoga Anda mendapat momen bahagia untuk tempat ini. Sangat direkomendasikan untuk kalian semua,",Positif
1751,5/5,"Firdaus, Kak Silvi, Pak Novel Staf, oke",
1752,5/5,"right on Jalan Malioboro, very strategic",Positif
1753,5/5,Lokasi hotel dekat dengan semua yang kami butuhkan dari JogjaKecil tapi bagus,Positif
1754,5/5,"Hotel bintang 4 yang bagus, dekat tempat perbelanjaan dan Marioboro.",Positif
1755,4/5,resepsionis lantai 8.. req kamar tidak sesuai.,Negatif
1756,4/5,Sangat nyaman dan sangat bagus,Positif
1757,4/5,hotel ini keren,Positif
1758,5/5,"Lokasi strategis, kamarnya luas banget! Sepadan dengan harganya!",Positif
1759,5/5,"Lokasi hotel oke, di jalan Malioboro. Kemana kamu ingin pergi?",Positif
1760,5/5,Hotel ini luar biasa,Positif
1761,5/5,Hotel yang sangat terjangkau untuk daerah jogja,Positif
1762,5/5,Tempat menginap yang bagus dan strategis selama liburan di Yogya.,Positif
1763,5/5,pasti mau menginap lagi...dijamin??,Negatif
1764,5/5,"Pelayanannya memuaskan,..?? Karyawannya sopan dan baik hati,...",Positif
1765,5/5,"Tempatnya bagus, stafnya ramah, kamarnya bersih",Positif
1766,5/5,Terima kasih.. Apakah kamarnya membuat tidur anda nyenyak??,
1767,5/5,Hotel yang bagus.. Sampai jumpa di perjalanan berikutnya..,Positif
1768,3/5,Benar-benar tidak ada cukup waktu untuk tinggal bersama keluarganya,Negatif
1769,4/5,Hotel dan kamarnya nyaman dan bersih,Positif
1770,5/5,Lokasi sangat strategis di tengah Jalan Malioboro. Tempatnya nyaman dengan harga terjangkau. Lanjutkan kerja baikmu,Positif
1771,5/5,Ada baiknya jika anda berlibur ke Jogyakarta,Positif
1772,5/5,Menjadi hotel berlangganan jika berlibur ke Jogja,
1773,5/5,Telah dibuka akses jalan kecil di samping Malioboro Mall,
1774,4/5,"nyaman, dekat jalan Malioboro, parkir luas",Positif
1775,4/5,Lokasi strategis... tempat parkir tidak cukup,Positif
1776,5/5,Tempatnya nyaman. Dekat dengan pusat perbelanjaan.,Positif
1777,5/5,Lokasi sangat strategis. kamar besar. layanan yang ramah,Positif
1778,5/5,"Terima kasih telah memberiku tempat tidur, ????",Positif
1779,5/5,Ruangan besar. Sarapannya enak. Nasi gorengnya enak.,Positif
1780,5/5,"Mantap, selangkah lagi ke Malioboro",Positif
1781,4/5,"Bagus, tapi tempat parkirnya sempit",Positif
1782,5/5,Bagus dan lokasinya tidak jauh dari pusat keramaian,Positif
1783,5/5,"Puas sekali, terima kasih Kak Firdaus dan Kak May",Positif
1784,5/5,Sangat nyaman dan menyenangkan.. Terima kasih,Positif
1785,5/5,Sangat indah dan layanannya sangat bagus,Positif
1786,4/5,Pelayanan hotelnya bagus,Positif
1787,5/5,"Lokasi terjangkau, harga murah",Positif
1788,5/5,Hebat dan memuaskan. Pelayanan bagus. Lanjutkan kerja baikmu.,Positif
1789,4/5,Oke...tapi masih dalam tahap pembangunan ketika saya sampai di sana kemarin,Negatif
1790,5/5,Bagus untuk rekomendasi akomodasi,Positif
1791,5/5,Hotel di tengah Malioboro.. tinggal jalan kaki menikmati Malioboro..,Positif
1792,5/5,"Staycation disini seru banget, ketagihan banget",Positif
1793,5/5,"Suka suasananya, lokasi bagus, staf yang membantu, dan pelayanan yang baik",Positif
1794,4/5,Kualitas pelayanannya tidak perlu diragukan lagi,Positif
1795,5/5,Near Jalan Malioboro is breakfast ok?,Positif
1796,5/5,Hotelnya persis di tengah kota kawasan wisata Malioboro,Positif
1797,5/5,Makanan yang nyaman dan lezat...,Positif
1798,5/5,Josss adalah hotel yang bagus,Positif
1799,5/5,"Lokasi bagus, harga wajar, dan pelayanan bagus",Positif
1800,4/5,Bagus...hanya lahan parkirnya saja yang kurang,Positif
1801,5/5,Sangat direkomendasikan untuk semua kelompok. Harus mencoba,Positif
1802,5/5,"Lokasi bagus, staf yang ramah dan tempat tidur yang sangat bagus.",Positif
1803,4/5,"Tempatnya bagus, pelayanannya juga ramah",Positif
1804,5/5,"hotelnya bagus, nyaman juga.",Positif
1805,5/5,"Nyaman, bersih, ramah????",Negatif
1806,5/5,Lokasi sangat strategis,Positif
1807,4/5,Pelayanan bagus dan makanannya enak,Positif
1808,5/5,"Tempatnya nyaman, pas di Malioboro",Positif
1809,4/5,Tempatnya nyaman dan pelayanannya bagus.,Positif
1810,5/5,"Tempatnya nyaman, bersih, enak",Positif
1811,5/5,"tempat yang bagus, sangat nyaman",Positif
1812,2/5,"Hotel sederhana, standar b'fast..tidak sepadan dengan uang Anda..",Negatif
1813,4/5,"Nyaman, jadi pengen kesana lagi",Positif
1814,5/5,Hotel yang bagus,Positif
1815,5/5,Hotel yang direkomendasikan,Positif
1816,5/5,oke pelayanannya bagus,Positif
1817,3/5,Hotelnya bersih dan stafnya ramah. Tapi tidak ada pusat kebugaran,Positif
1818,5/5,"Kamarnya estetis, saya suka",Positif
1819,5/5,Lokasi bagus dan layanan terbaik,Positif
1820,5/5,kamar bersih dan check in dan out mudah,Positif
1821,5/5,"Tempat menginap terbaik di Malioboro, dekat kemana-mana",Positif
1822,5/5,Suka banget sama menu sarapannya,Positif
1823,5/5,"Hotel nyaman di tengah Jalan Malioboro, suasananya enak.",Positif
1824,5/5,Hotel dengan lokasi terbaik di Jl. Malioboro,Positif
1825,2/5,"Toiletnya pakai tisu, jadi repot",Negatif
1826,5/5,"tempatnya sejuk dan strategis dekat tempat terkenal, homey",Positif
1827,5/5,"Hotel yang bagus, pelayanan bagus",Positif
1828,5/5,Luas dan cocok untuk keluarga.,Positif
1829,4/5,Hotel yang bagus dengan harga terbaik,Positif
1830,5/5,Hotelnya nyaman,Positif
1831,5/5,"Enak, nyaman, budget aman",Positif
1832,5/5,Tempatnya nyaman dan alamatnya strategis,Positif
1833,5/5,Segera melihat pemandangan Malioboro dengan hiruk pikuknya??,Positif
1834,5/5,Sangat bagus dan nyaman??,Positif
1835,4/5,Hotel yang bagus untuk menginap,Positif
1836,4/5,"Deket banget sama Malioboro, keren??",Positif
1837,4/5,Hotelnya bagus dan nyaman,Positif
1838,4/5,Baru saja bertemu taman di kedai kopi,Positif
1839,4/5,Secara keseluruhan lokasi bagus dan staf yang baik,Positif
1840,5/5,Tempatnya nyaman untuk menginap,Positif
1841,5/5,Hotel yang bagus sangat nyaman,Positif
1842,5/5,Tidak ada,
1843,5/5,Pelayanan ramah bersih nyaman.,Positif
1844,5/5,Pelayanan yang baik dan ramah. Direkomendasikan,Positif
1845,5/5,Pelayanannya bagus dan fasilitasnya oke,Positif
1846,5/5,"Aveta keren, makasih Firdaus",Positif
1847,4/5,Secara keseluruhan bagus tapi perlu perbaikan untuk sarapan prasmanan.,Negatif
1848,5/5,Hotelnya bagus dan nyaman,Positif
1849,5/5,Tempatnya nyaman dan strategis??,Positif
1850,5/5,"Pelayanan oke, kebersihan baik",Positif
1851,5/5,Hotel bagus tapi parkir sempit,Negatif
1852,5/5,Senang rasanya mencari tempat yang nyaman,Positif
1853,5/5,"Mantap, bisa jalan kaki ke Malioboro...depan hotel",Positif
1854,5/5,Kalau ke yogya menginap disini lagi.,Positif
1855,5/5,"Kamarnya bersih, nyaman, sejuk..",Positif
1856,5/5,Pelayanan ramah dan bersih,Positif
1857,1/5,pelayanannya sungguh tidak bagus,Negatif
1858,5/5,Terima kasih atas keramahtamahannya. Teruslah bekerja dengan baik,Positif
1859,4/5,Hotelnya bagus,Positif
1860,1/5,Hotelnya masih baru dan terpaksa buka,Negatif
1861,5/5,"pelayannya baik, tempatnya nyaman",Positif
1862,5/5,"5 C : bersih, murah, sejuk, berkelas, nyaman",Positif
1863,5/5,"staf yang bagus, bersih, ramah",Positif
1864,5/5,Senang sekali bisa menginap di sini! Sungguh pengalaman yang luar biasa,Positif
1865,5/5,Secara keseluruhan oke banget?? (Surga),Positif
1866,5/5,"Pelayanan bagus, kebersihan terjaga",Positif
1867,5/5,Kamarnya sangat bagus,Positif
1868,5/5,"bagus, nyaman, recomended",Positif
1869,5/5,Akomodasi terbaik di Yogyakarta??,Positif
1870,5/5,Kamarnya nyaman dan bersih,Positif
1871,5/5,Lokasi recomended dan strategis di kota,Positif
1872,5/5,Hotelnya unik dan nyaman,Positif
1873,1/5,Akses parkir sulit Periksa kesalahan sistem,Negatif
1874,5/5,"Hotel terbarunya tepat di Jalan Malioboro, bukan dekat atau belakang kawasan ini",Positif
1875,5/5,"Tempatnya nyaman, recomended!",Positif
1876,5/5,"bersih, luas, staf ramah",Positif
1877,5/5,"Di pusat kota, tempatnya luar biasa",Positif
1878,4/5,Pelayanan hotelnya sangat baik,Positif
1879,"4,1/5",Direkomendasikan,Negatif
1880,5/5,"kamar bagus & nyaman, pelayanan bagus",Positif
1881,5/5,Lokasi terbaik di tengah Malioboro Hotel terbaik,Positif
1882,5/5,"Nyaman, ramah dan pelayanannya juga baik",Positif
1883,5/5,Liburan paling nyaman bisa staycation di sini,Positif
1884,5/5,Good hotel on Jalan Malioboro. Very close to Malioboro Mall.,Positif
1885,5/5,Hotelnya bagus,Positif
1886,5/5,"Tempatnya bagus, makanannya enak, dan suasananya enak.",Positif
1887,5/5,Sangat bagus,Positif
1888,5/5,Sambutan Firdaus & Silvi ramah,Positif
1889,5/5,Keluar dari pintu hotel langsung di Jl Malioboro,
1890,5/5,Hotel yang strategis untuk mengakses Malioboro,Positif
1891,4/5,Nyaman.. Cocok untuk istirahat..,Positif
1892,5/5,"Lokasi bagus, kamar sangat bersih dan besar",Positif
1893,5/5,Tempat menginap yang nyaman,Positif
1894,5/5,Hotel nyaman di sekitar Malioboro,Positif
1895,5/5,Sangat nyaman dengan pelayanannya,Positif
1896,4/5,Very strategic position close to Jalan Malioboro,
1897,5/5,memberikan kenyamanan yang sangat memuaskan,Positif
1898,4/5,Tempatnya bersih dan stafnya ramah,Positif
1899,5/5,Dimana cafenya kalau ketemu di Hotel Aveta??,Negatif
1900,5/5,Tolong bersihkan kamarnya lagi,Negatif
1901,5/5,Kamar yang bagusRestoranKolam renang,Positif
1902,5/5,Area merokok santai di sebelah kolam renang,Positif
1903,5/5,Oke mantab,Positif
1904,5/5,Kerja bagus,Positif
1905,4/5,"Tempat menginap yang luar biasa, pertahankan!!",Positif
1906,4/5,Area parkir tidak memadai,Negatif
1907,5/5,"Tempat yang bagus untuk liburan, lain kali akan kesini lagi.tq",Positif
1908,4/5,nyaman dan strategis di pusat kota jogja,Positif
1909,5/5,"Nyaman, bersih dan pelayanan prima",Positif
